,title,fake,url,text,img_url,timestamp,author
17,FoxNews.com - Breaking News | Latest News | Current News,1,http://www.foxnews.com/lifestyle/2018/07/12/veteran-95-jumps-off-diving-board-to-motivate-scared-boy.html&h=AT2-_SUzxAeTRNnsxtjvYjo7RhAXKZ89INv5a4a0JilGkeJ0KkJ72mLKa2AoUyV0IGbTxGv96-sI0_pK09LBFwDT12BNzDfPqW-kYoXVEJsd2kSrZ7oIc340yCXGLmuWGH0ZTcl8LhVBAdK05g,"
Sign in to comment!
Advertisement
Advertisement
Advertisement
This material may not be published, broadcast, rewritten, or redistributed. ©2018 FOX News Network, LLC. All rights reserved. All market data delayed 20 minutes.",//global.fncstatic.com/static/v/misc/404/fn/img/tabmob-logo.png,14/07/2018 04:41,Fox News
19,Villagers evacuated over fears huge 100m high chunk could break off iceberg and cause  tsunami | Daily Mail Online,1,http://www.dailymail.co.uk/news/article-5951561/Villagers-evacuated-fears-huge-100m-high-chunk-break-iceberg-cause-tsunami.html?ito=social-facebook&h=AT3e-C6lic2TgGlWDEIVDiRUgzNEWTJf06Dh6D2A9qdTlrozJ5_8gK6_6Awq2QvABK0-V5kNW8jE6E_bvrGxEIHr7j7I9H_krD_ZgJnaCcmC2rBwElr_kgwZD_xD1Rnl41MNQfFdDI-up_vIbg,"
None
None
None
           9
None
Villagers have been evacuated over concerns that an iceberg the size of a hill drifting off Greenland is about to shed a 100-metre chunk and cause a 'tsunami'.
Fearing that the iceberg will trigger flooding, authorities have moved residents from the danger zone of the remote Innaarsuit island settlement.
Households on a promontory have been told to move away from the shore over concerns that the 100-metre (over 300 feet) high iceberg, which was spotted on Thursday, could swamp the area.
Too close for comfort, the iceberg, which towers over the village of Innarsuit, northwestern Greenland, could suddenly lose a chunk of ice and cause a flood of water 
'We fear the iceberg could calve [suddenly release a chunk of ice] and send a flood towards the village,' Lina Davidsen, a security chief at the Greenland police, told Danish news agency Ritzau today.
While the settlement in northwestern Greenland has about 170 inhabitants, only those living closest to the iceberg have been evacuated further up a steep slope.
The iceberg towers over houses on a promontory in the village, but it is grounded on the sea floor and has not moved overnight, state broadcaster KNR reported.
'The iceberg is still near the village and the police are now discussing what do to next,' Kunuk Frediksen, a police chief in the Danish autonomous territory, told AFP.
While it was not unusual for large icebergs to be seen so close to Innaarsuit, 'this iceberg is the biggest we have seen... and there are cracks and holes that make us fear it can calve anytime,' said Susanne K. Eliassen, a member of the village council.
The village's power station and fuel tanks are close to the shore.
'Nobody is staying unnecessarily close to the beach and all children have been told to stay in areas that are high up,' Eliassen told the local newspaper Sermitsiaq.
The government and police are on high alert and have moved a search-and-rescue (SAR) helicopter closer to the remote village.
The incident comes weeks after scientists at New York University shot and released a video of a massive iceberg breaking free from a glacier in eastern Greenland in June.
An expert warned that extreme iceberg events will become more frequent.
'Iceberg production in Greenland has been increasing in the past 100 years as climate change has become stronger,' William Colgan, senior researcher at the Geological Survey of Denmark and Greenland, told AFP.
He said the rising number of icebergs are in turn 'increasing the tsunami hazards' which occur when they break away from a glacier and trigger a tidal wave.
Last summer, four people died and 11 were injured after an earthquake sparked a tsunami off another island settlement called Nuugaatsiaq, northwestern Greenland, sending several houses crashing into the sea.

	    Share what you think
          
The comments below have not been moderated.

      The views expressed in the contents above are those of our users and do not necessarily reflect the views of MailOnline.
    
None
Do you want to automatically post your MailOnline comments to your Facebook Timeline?
Your comment will be posted to MailOnline as usual.
 
Do you want to automatically post your MailOnline comments to your Facebook Timeline?
Your comment will be posted to MailOnline as usual
  We will automatically post your comment and a link to the news story to your Facebook timeline at the same time it is posted on MailOnline. To do this we will link your MailOnline account with your Facebook account. We’ll ask you to confirm this for your first post to Facebook.
None
Published by Associated Newspapers Ltd
Part of the Daily Mail, The Mail on Sunday & Metro Media Group",//www.facebook.com/tr?id=1401367413466420&ev=NoScript,14/07/2018 02:00,Daily Mail
20,Marvel’s Black Widow movie finally has a director - The Verge,1,https://www.theverge.com/2018/7/12/17566338/marvel-cinematic-universe-black-widow-cate-shortland-director-scarlett-johansson/&h=AT3Mo3o0NOs8uZcmkSNV_ybRTw40yYmAwlv7S-9MwIH7--oNQJoSR7PSOBDYH_QmLaWhUR-NbOByH35rBopllFkyBj6x6DHwJNQqYv_82X-DZ7uZmmzYSd4mZNg_30TxIqc5PVIeREYdE004_w,"
None
None
None
None
None
Command Line delivers daily updates from the near-future.",https://cdn.vox-cdn.com/thumbor/dM6T4uTalKfwud9zQdxnnDrDtAI=/0x0:1600x680/1200x800/filters:focal(572x157:828x413)/cdn.vox-cdn.com/uploads/chorus_image/image/60354047/cc34ecb078c29957ad70d987b6b38121.0.jpg,13/07/2018 10:30,The Verge
22,Facebook – log in or sign up,1,"https://www.facebook.com/?comment_tracking={""tn"":""R9""}","
Please enable JavaScript in your browser or upgrade to a JavaScript-capable browser to register for Facebook.
None",https://static.xx.fbcdn.net/rsrc.php/v3/yc/r/GwFs3_KxNjS.png,,
23,The Best Netflix Sci-Fi Movies to Watch When You're Extremely Stoned - VICE,1,https://www.vice.com/en_us/article/594p7k/the-best-netflix-sci-fi-movies-to-watch-when-youre-extremely-stoned?utm_source=vicetwitterus&h=AT3-4Ogf-0SkC1OpYpl-ZR-EuPi83X99DDYagsx7eTDbHNofpAbqagOpAySHBdeakvq9P8Fahg670r1ZmdzP1lrNPLg7GfchhPPJHhhYNa7xqaWe_k6B1Op-SeEmyFERQTyLSlSs45lumGUaoA,"
None
Composite via Netflix
None
None
It can be a challenge to watch most Marvel movies stoned—too many characters and subplots to keep in my head—but Doctor Strange is brain food mixed with a healthy dose of eye-candy. The “Lucy in the Sky with Diamonds” special effects, time-bending plot devices, and vital appreciation of Beyonce provide more than enough for the mind to chew on. Plus it’s just weird thinking about British actors doing American accents.
None
None
None
None
None
None
None
None
None
None
Sign up for the best of VICE, delivered to your inbox daily.
Like us like we like you.",https://d5nxst8fruw4z.cloudfront.net/atrk.gif?account=x5HVh1aUXR00Gi,14/07/2018 04:30,VICE
28,MLB will release a crypto baseball game on the blockchain - The Verge,1,https://www.theverge.com/2018/7/13/17568766/mlb-cryptocurrency-baseball-game-summer&h=AT0H1f4GmJHcBtwJhG2CneZIZ0UXLpa6uqJtmCSW1BYjb-yquJRHrhIbV7Q8jjMWLcfAnHDsgQ7U44F3YUIySJKKaqsUqokO3Z5SIpTeegwv6PTFaRwiYWaTpKMeN5-L5rW8IJwbi5LKrNG1_g,"
Baseball collectibles like cards and bobbleheads are being revamped for the 21st century — on the blockchain. Major League Baseball has announced that it is launching a crypto-based game that runs on the ethereum blockchain later this summer.
None
None
Developers aren’t only targeting people who are already involved in the crypto scene either. They’re looking to build a game that is easy to understand and use for the masses of people who don’t know what the blockchain or ethereum are. Still, developers say there will be a learning curve, and the game will roll out in stages to help new players get accustomed to the concept.
Command Line delivers daily updates from the near-future.",https://cdn.vox-cdn.com/thumbor/NwaDaHcae4J4dLYFWYGDEsLwfYQ=/0x0:787x390/1200x800/filters:focal(332x133:456x257)/cdn.vox-cdn.com/uploads/chorus_image/image/60361731/Screen_Shot_2018_07_13_at_12.07.28_PM.0.png,14/07/2018 04:32,The Verge
33,Broadcom acquires CA Technologies for $18.9B in cash – TechCrunch,1,https://tcrn.ch/2zv4g5L,"
None
None
None
This comment doesn’t exactly explain the rationale behind today’s acquisition, but Broadcom is clearly trying to diversify its offerings. Earlier this year, the company walked away from its proposed hostile takeover of Qualcomm after the Trump administration blocked it. At the time, Broadcom was willing to pay $117 billion for Qualcomm, which would have greatly extended the company’s semiconductor business. Today’s move sees Broadcom enter a completely new business.
The company expects the acquisition to close in the fourth quarter of 2018. It’s unlikely that Broadcom will face any major headwind from Washington this time around.",https://techcrunch.com/wp-content/uploads/2018/07/GettyImages-969249096.jpg?w=606,12/07/2018 07:04,TechCrunch
39,CRYPTO,1,http://Crypto.com/???$$$$&h=AT3Z0qYpisX6fU6O-SrRdiDCIsoJK2_6DuuzZ-MANwOPm1UJm6vZrY3F13vi5uyV8f38kC1bTCdy_ZBZU7afNRXuebTHkuvUjJ4vfXL8Ifrw2bwt1FtjcwZoapQynllQevqjIB8-DI-PEwrjTTC_,,img/crypto-logo.svg,12/07/2018 07:55,TechCrunch
41,"Two suspects indicted for having meth, heroin, marijuana around child outside Abilene business - BIGCOUNTRYHOMEPAGE",1,https://www.bigcountryhomepage.com/crime/two-suspects-indicted-for-having-meth-heroin-marijuana-around-child-outside-abilene-business/1298571811?utm_medium=social&utm_source=facebook_KRBC_News&h=AT1YELuzzWBwIbsQFcG0A-9X8lBBLNZCHIng0PDXb12DdLmRRU12bA91Q_Ma0UPxEEiuE_3D4_vDoyNTGHOwtSK3v86mmyxV2U0MYFBae8jFvyKY93siLsLkS2JVcby4LCiKO1qS0UiseBbQzA,"
None
None
None
Shanna Bowman, 29, and Jo-El McClelland, 28, were both indicted during a Grand Jury session Thursday in connection to the incident that happened in front of a business on the 2500 block of Treadaway Blvd in April. 
Their arrest reports state once police contacted the couple after receiving tips of a forgery in progress, officers found the meth, heroin, and marijuana located directly outside the driver's side door of the vehicle the suspects were inside. 
A child under the age of 15 was also in the back seat.
Bowman was indicted for Possession of Meth with Intent to Deliver, Possession of Meth, and Abandoning/Endangering a Child.
McClelland was indicted on the same charges, as well as Possession of Heroin. 
 
Copyright 2018 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.
None
Abilene police need to identify a theft suspect who forgot where…
None
A 25-year-old woman will spend 40 years in prison after she pleaded…
None
None
None",https://api.b2c.com/api/noscript-3822h1xdo2bjghb73i1.gif,13/07/2018 01:56,KRBC News
53,East Texas man finds snake in his fireplace - BIGCOUNTRYHOMEPAGE,1,https://www.bigcountryhomepage.com/news/main-news/east-texas-man-finds-snake-in-his-fireplace/1295892256?utm_medium=social&utm_source=facebook_KRBC_News&h=AT3TVxscLZRkAzOOFcuCGi_EQvKslRX3uuBOFLSCzKFKnRU_csvxL1Oc0V1izJMEvbIND3-NMDDFp_TFl6p-RJLSU7oxrOuG-yPcWm21n5S2SQTb1A0JHQQg7h4TWLo6RkuzrVKL8Dw_Ft0cuw,"
None
None
None
But for one East Texas man, that's exactly what he found.
""There's never a dull moment around our place, and I think this proves it,"" said Gary David Antley, who found a snake in his fireplace.
Just after 2:30 a.m. July 7, Antley was finishing up some paperwork when he heard a loud ""clunk"" and he went to investigate.
""And I go from mild mannered, just passing through, I pass up the panic stage and I go clean to, 'Oh God, what do I do!?'"" said Antley.
None
To his surprise, a large Texas rat snake dropped down his chimney for a visit.
Antley grabbed some barbecue tongs, and his daughter set up the camera.
""I just gritted my teeth and I went for it, went in there and grabbed him by the neck,"" said Antley. ""Well nothing too bad happened and then he got tangled up in the fire curtain.""
Thankfully Texas rat snakes, or chicken snakes, are non-venomous and harmless to people.
Antley immediately recognized what kind of snake he was dealing with.
""I (knew) I wouldn't die from snake venom, I would die from a heart attack,"" he said.
The video, which as of July 10 has around 25,000 views, has even caught the attention of some snake experts.
""I'm always interested in people's reactions to snakes,"" said Gordon Henley, Ellen Trout Zoo director. ""And having a snake in the fireplace in the house is an unusual occurrence.""
But how exactly could a snake get in your fireplace?
""A tree near the house with a branch over the house,"" said Henley. ""The snake can just, literally, go right up the bark of that tree and get out on a branch and get into the chimney from the top.""
Though the experience brought Antley from a baritone to a soprano, he is glad people have seen it.
""They can use it for entertainment, but I definitely wouldn't use it for a training video on how to remove a snake because there's got to be a better way,"" he said.
After it was over, he turned the snake loose a few miles down the road, where it can eat mice and hopefully not bother anyone else.
 
 
Copyright 2018 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.
Deutschlander Freshwater Catfish Company reopened in the 1970's, after…
None
In a city of a little more than 450 residents, Buffalo Gap is home to…
None
Croatia and France will go head to head in the 2018 World Cup final…
None",https://api.b2c.com/api/noscript-3822h1xdo2bjghb73i1.gif,11/07/2018 23:12,KRBC News
58,Malls packed for Build-A-Bear promotion - BIGCOUNTRYHOMEPAGE,1,https://www.bigcountryhomepage.com/news/main-news/malls-packed-for-build-a-bear-promotion/1298415222?utm_medium=social&utm_source=facebook_KRBC_News&h=AT1bnTrpX2Fa4y3gtOWFyAqlGwnCNFZy5B7s6N4WhCnU3p-rzxN4tJKr5cUOL-6SOpmgMopO3D-Ley4zn0vJimsinSN21ywKux5K9tQ7gAhEBUOd83lIY7BIplSry0f9EJlerR6OBas0Ue6eSg,"
None
None
None
Lines at the mall in Tyler, Texas, stretch from one end of the mall to the other. It is estimated more than 1,000 people showed up for the promotion.
At the Tyler location, customers began lining up as early as 5 a.m. The mall opens at 9 a.m.
According to a mall spokesperson, the Tyler store will be selling 700 bears today and giving $15 vouchers to anyone else who did not get a bear.
Lines have been cut off for the day.
Build-A-Bear issued an alert on their website.
Please be aware: Based on the unprecedented response to our Pay Your Age Day event in our early opening stores, we are experiencing significantly longer than expected lines and large crowds. Local authorities are requiring us to limit the lines and crowds due to safety concerns. We understand this is disappointing, we are working to address the situation, and we will be reaching out to our valued Guests soon.
Copyright 2018 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.
Deutschlander Freshwater Catfish Company reopened in the 1970's, after…
None
In a city of a little more than 450 residents, Buffalo Gap is home to…
None
Croatia and France will go head to head in the 2018 World Cup final…
None",https://api.b2c.com/api/noscript-3822h1xdo2bjghb73i1.gif,13/07/2018 00:48,KRBC News
59,FLASHBACK: Kiev Unofficially Admitted Who Was Responsible for Massacre on Maidan - 21st Century Wire,1,https://21stcenturywire.com/2018/07/12/flashback-kiev-unofficially-admitted-who-was-responsible-for-massacre-on-maidan/,"
None
News for the Waking Generation
None
None
After four years, the truth is finally emerging as to how unrest and violence was engineered in Kiev – and with much of the evidence hiding in plain sight…
None
None
None
None
“..18th-19th February, 2014 the attacks on police units in Lvov started: the Galitsky, Zaliznychny, Lychakovsky, and Frankovsky district police departments in Lvov; the Lvov city police department, the department of the Ministry of Internal Affairs of Ukraine in the Lvov region; on the premises of the ‘Grifon’ and ‘Berkut’ special forces. During the attack on the premises of police units, a total of 1,223 firearms and 68,921 pieces of ammunition were stolen.
Similar attacks were committed against police officers in the Rovno, Volyn, and Ternopol regions.
So far these crimes have not been solved, and the stolen weapons have not been seized.
According to the Commission, these weapons with a high share of probability were used by unknown persons who opened fire from Maidan at employees of the ‘Berkut’ special forces and the internal troops (materials on this question were sent to the Prosecutor General’s Office of Ukraine on June 11th, 2014).
…According to the emergency medical service of Kiev, from 6-10 a.m. unknown persons began shooting from Maidan square and the surrounding streets at the police and internal troops.
Thus, from 18th to 20th February, 2014, 196 police officers and internal troops received gunshot wounds, and 7 servicemen of the internal troops and 10 employees of internal affairs bodies were killed. It should be noted that at the time of receiving gunshot wounds police officers and the military personnel of the internal troops were without their service weapons.
Those with gunshot wounds among military personnel and police officers were sent to the central hospital of the Ministry of Defence, the central hospital of the Ministry of Internal Affairs of Ukraine, and the hospital of the main department of the Ministry of Internal Affairs of Ukraine in Kiev where surgical help was provided.
For unknown reasons, operational-investigation groups did not come to investigate these facts, that’s why the bullets that had been extracted from the bodies of the wounded remained in hospitals. During operations, the extracted bullets were placed in one container, making it impossible to identify what specific weapon wounded what specific employee of the police or interior troops.
Neither the Ministry of Internal Affairs of Ukraine, nor the Prosecutor General’s Office of Ukraine have yet established who exactly opened fire at law enforcement officers.
Under strange circumstances, all materials on the facts of receiving gunshot wounds and the murdering of police officers were transferred by the Prosecutor General’s Office of Ukraine to pre-trial investigation in the Ministry of Internal Affairs of Ukraine.
In fact, the investigation is not being carried out – the leadership of the Ministry of Internal Affairs tries to get out of it.
The Commission established that the political parties ‘Fatherland’, ‘Udar’, and ‘Svoboda’ didn’t have armed formations on Euromaidan. Moreover, with the help of their activists and people’s deputies they identified individuals with firearms and handed them over to employees of the Interior Ministry of Kiev. Everyone who was on Euromaidan during the mass standoff were categorically forbidden from possessing firearms.
Taking into account that the Commission is not a subject of operational-investigative activities, it has no way of identify the persons who used firearms.
The Commission considers that these persons may have been:
1. Agents of the Interior Ministry and SBU who were pretending to be Euromaidan activists (they could’ve been given weapons that had even seized from illegal circulation and stored in the warehouses of the Interior Ministry and SBU);
2. Staff members of the operational services of the Interior Ministry and the SBU who posed as activists of Euromaidan and hid their faces behind masks;
None
It is established that many gunshot wounds were inflicted by snipers – this was done to escalate the socio-political tension in Kiev in order to have the opportunity in the future to introduce martial law (materials on this fact were sent to the Prosecutor General’s Office of Ukraine on May 21st, 2014)…”
None
(function(d, s, id) {  var js, fjs = d.getElementsByTagName(s)[0];  if (d.getElementById(id)) return;  js = d.createElement(s); js.id = id;  js.src = 'https://connect.facebook.net/en_US/sdk.js#xfbml=1&version=v3.0';  fjs.parentNode.insertBefore(js, fjs);}(document, 'script', 'facebook-jssdk'));
О, бачу, моя не зовсім спортивна форма викликала інтерес у шановного товариства ))) Тому займуся бігом, а поки тепло, ще…
None
None
None
None
None
None
None
None
None
None
None
None
None
None
Featured Stories Archive
broadstreet.zone(46703);
broadstreet.zone(46702);
COPYRIGHT © 2009-2018 · 21ST CENTURY WIRE · ALL RIGHTS RESERVED WORLDWIDE",//21stcenturywire.com/wp-content/uploads/2016/01/Facebook-e1454023231914.png,13/07/2018 02:09,21st Century Wire
60,"
            Instagram Model's Claims About Shark Attack Questioned By Experts - The Dodo        ",1,https://www.thedodo.com/in-the-wild/Instagram-model-Katarina-Zarutskie-shark-attack?utm_source=facebook&utm_medium=social&utm_campaign=dodo&h=AT1UtNBOJ1DW6xO9gWG__8_RIjmSpTbCtJlpdocWAy5U-aYGUGDySffY5b7FxUcLtMZMrFxjCdD9_RkHw3S1P9j8WXXctehUpp_gWdnD65sFU7a3JbsO5badus2IUxIuX5dkntwhdhbN7Ubk1A,"

        ""Wild animals shouldn’t be used as photo props.”    

        ""Wild animals shouldn’t be used as photo props.”    
None
None

                    After the incident, Zarutskie released photos of the alleged attack, including a photo of her splashing in the water and an image of her injured arm — and she told her story to multiple news outlets.                
None
None
None

                    “However, it appears as though there were many nurse sharks in the water and putting yourself in the middle of them is not the wisest idea,” Beynon added. “These are wild animals and should be appreciated for their beauty from a safe distance. Wild animals shouldn’t be used as photo props.”                
None

                    “I guess she got what she was after — she connected with nature,” Stokes told The Dodo. “Sadly, in doing so she has helped fuel the ‘Jaws’ image.""                
None
None

                    “It’s vital to understand that sharks, including nurse sharks, are under severe threat and are much more fragile than they appear,” Beynon said. “Every year, it’s estimated that 100 million sharks are killed and this is largely driven by the fin trade.”                
None",//assets3.thrillist.com/v1/image/2774031/size/tmg-article_tall;jpeg_quality=20.jpg,,
63,These Photoshop edits replacing Trump with his giant baby blimp are a masterpiece,1,https://mashable.com/2018/07/13/zdf-heute-show-trump-blimp-edits/?utm_cid=mash-com-fb-main-link#8DMUMhYvD9qk&h=AT1FOLQxa45qiUETgkFxmJaoYg4WAPgXbUbbJERtWr2D7Nw75R_hLsAw8ScPhFFGkYdnkxs3gByS_Kb27CZWpiPlIVvAlykVuJszdbsQ1G_StIuNMGL2G2sGQyYCKjHb5yPaPDIbqMyy4pSJgg,"
We have few moments of joy in this dark timeline of ours. The Trump baby blimp is one of them.
None
None
It's profoundly low-brow, deeply stupid, and incredibly good. 
I'm not going to be fully satisfied with this series until someone adds an edit of White House Chief of Staff John Kelly changing Trump-baby's diaper.
Internet, get on it.
None",https://zdbb.net/l/z0WVjCBSEeGLoxIxOQVEwQ,,
65,"        SocialFlow
       ",1,https://trib.al/OQRabpf&h=AT00WHxeBINLGzJwCwX4n6S1wykb3WK-Vo6-DmKarYTmCwyRzPfoh0NnDqBwVw77_qL-OXqJOGsXNRVd_5_ykr6PL8KUj5yVySkYCKc1wpsHVgfSe8s4PHPOXAb6W6v2NCF6YqLJrxZ8EmfKmQ,,/assets/logo-tribal.gif,,
67,Taylor County deputy to donate kidney to Abilene man - BIGCOUNTRYHOMEPAGE,1,https://www.bigcountryhomepage.com/news/local-news/taylor-county-deputy-to-donate-kidney-to-abilene-man/1299297205,"
None
None
Sgt. Jay Jones (Taylor County Sheriff's Office)
Sgt. Jay Jones (Taylor County Sheriff's Office)
None
That's because he's about to donate a kidney to an Abilene man in need.
CID Sgt. Jay Jones is set to donate a kidney on July 18. His kidney will go to Clayton Bolt of Abilene.
The Sheriff's Office said no one in Bolt's family was a match. Jones' wife is friends with Bolt's sister and when Bolt heard of the situation, he volunteered to donate his kidney should he be a match.
Fast forward through a bunch of tests and it was determined Jones was a match.
None
CID Sergeant Jay Jones, a true hero in my book. On July 18th, Sergeant Jones will be donating a kidney to Clayton Bolt...
Copyright 2018 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.
None
More than 30 percent of the inmate population at the Travis County…
None
None
None
A 6-month-old boxer is missing after a wreck on I-20 in Sweetwater…
None",https://api.b2c.com/api/noscript-3822h1xdo2bjghb73i1.gif,13/07/2018 09:31,KRBC News
69,The Fat Jew creates GoFundMe to raise $100 million for Kylie Jenner | Daily Mail Online,1,http://www.dailymail.co.uk/tvshowbiz/article-5949099/The-Fat-Jew-creates-GoFundMe-raise-100-million-Kylie-Jenner-make-reality-star-billionaire.html?ito=social-facebook&h=AT2GQxvs074crCrmIY56g4Oxbc7-1Ihp7cprqHzlWKmUmgGb8RlPVH4-1XUia7W-ylFt0uT3A2hs2we_Ozvqw_r9rqk-SBHsIJQYgZRxrZ8vS2VObW7HumBMCwybGqj-vxk560HgFhFDNjbXig,"
None
None
None
         247
None
None
The 36-year-old social media star started the crowd-sourcing fundraiser on Wednesday after Forbes published a cover story estimating Kylie's net worth at $900 million.
None
Crowd sourcing: The Fat Jew has created a GoFundMe page to raise $100 million for makeup mogul Kylie Jenner to make her a billionaire
'I don’t want to live in a world where Kylie Jenner doesn’t have a billion dollars. WE MUST RAISE 100 MILLION DOLLARS TO HELP HER GET TO A BILLION, PLEASE SPREAD THE WORD, THIS IS EXTREMELY IMPORTANT,' the mission statement concluded.
The fundraiser in a day had raised $68 of its $100 million goal.
The Fat Jew, real name Josh Ostrovsky, shared the GoFundMe campaign on with his roughly 10.5 million followers on Instagram.
Kylie graced the August 31, 2018 isue of Forbes titled America's Women Billionaires ranking the 60 richest self-made women. 
Online star: Josh Ostrovsky, aka The Fat Jew, is shown in April in New York City
Forbes reported that Kylie, who will turn 21 in August, launched her Kylie Cosmetics two years ago and has sold more than $630 million worth of makeup since.
The magazine valued her company at nearly $800 million and with her reality shows and product endorsements pegged her net worth conservatively at $900 million.
Forbes estimated that Kylie has surpassed her older sister Kim Kardashian West, 37, who has a net worth of $350 million. 
Cosmetics queen: Kylie,20, graced the cover of Forbes who valued her net worth at $900 million and said she was on the way to becoming the youngest 'self-made' billionaire ever
Kylie's inclusion in the list of the 'self-made' wealthy was challenged on social media with critics noting that she came from a life of privilege.
The GoFundMe page was liked by Kylie and Pagesix reported that if the fundraising challenge isn't met that donations will go to those in need.
'All money will be donated to something awesome, like a charity that feeds people who don’t have food,' Ostrovsky said.
Self made? Social media was quick to criticize Forbes for categorizing Kylie as a 'self-made' billionaire
Young mother: Kylie, shown in May 2017 in New York City, welcomed daughter Stormi in February and will turn 21 in August
 

	    Share what you think
          
The comments below have not been moderated.

      The views expressed in the contents above are those of our users and do not necessarily reflect the views of MailOnline.
    
None
Do you want to automatically post your MailOnline comments to your Facebook Timeline?
Your comment will be posted to MailOnline as usual.
 
Do you want to automatically post your MailOnline comments to your Facebook Timeline?
Your comment will be posted to MailOnline as usual
  We will automatically post your comment and a link to the news story to your Facebook timeline at the same time it is posted on MailOnline. To do this we will link your MailOnline account with your Facebook account. We’ll ask you to confirm this for your first post to Facebook.
None
Published by Associated Newspapers Ltd
Part of the Daily Mail, The Mail on Sunday & Metro Media Group",//www.facebook.com/tr?id=1401367413466420&ev=NoScript,,
73,McDonald’s Canada to start buying ‘sustainable’ beef - The Globe and Mail,1,https://www.theglobeandmail.com/business/article-mcdonalds-canada-to-start-buying-sustainable-beef/,"
The subject who is truly loyal to the Chief Magistrate will neither advise nor submit to arbitrary measures.
McDonald’s Canada says it will be the first Canadian company to acquire beef that is “certified sustainable” according to standards outlined by the Canadian Roundtable for Sustainable Beef (CRSB).
The chain says more than 20 million of its Angus burgers will be sourced according to the CRSB standards over the next 12 months.
Those standards include ensuring animals have adequate feed and access to drinking water and that they endure minimal stress and pain.
Story continues below advertisement
Farmer and ranchers must also manage grasslands and grazing in a way that maintains or improves soil health and protects watersheds.
McDonald’s Canada says it gets 100 per cent of the beef for its hamburgers from Canadian ranches and farms, primarily in Alberta and Saskatchewan.
This move comes about a month after the chain began selling bagels at all of its Canadian locations to woo breakfast diners.
“Consumers are increasingly inquisitive about the food they’re eating and want to know it was produced in a socially responsible, economically viable and environmentally sound manner,” said Cherie Copithorne-Barnes, a rancher and chairwoman of the CRSB.
“As we all strive to make continuous improvements, it’s important to recognize achievements made along the way.”
None
None
None
None
Welcome to The Globe and Mail’s comment community. This is a space where subscribers can engage with each other and Globe staff.
We aim to create a safe and valuable space for discussion and debate. That means:
Comments that violate our community guidelines will be removed.
If your comment doesn't appear immediately it has been sent to a member of our moderation team for review
Read our community guidelines here
Discussion loading ...
None
© Copyright 2018 The Globe and Mail Inc. All rights reserved.
None
Phillip Crawley, Publisher",,13/07/2018 00:30,The Globe and Mail
74,Tekashi69  turned down in bail request after arrest for choking teen | Daily Mail Online,1,http://www.dailymail.co.uk/tvshowbiz/article-5949379/Rapper-Tekashi69-turned-bail-request-arrest-teen-choking-case.html?ito=social-facebook&h=AT3mOv7H9h_UM_Fp3UqzwauiMmQEfL87Alai5wNKcz8UxXgbafiAP8Nh6k_ER4Qk_PZpFu_WBaHqbEDnGMkosxQiBYXIpW4NDKtqr8RmJXlJ1TiPisZXhB_WM8LaMq67IMyLT1EcVbsoPd6fIA,"
None
None
None
          41
None
None
None
The Gummo artist missed a court date in a case in which he's accused of choking a 16-year-old in Houston's Galleria Mall back in January.
Scroll below for video 
No dice: Rapper Tekashi 6ix9ine unsuccessfully requested bail in an NYC courtroom on Thursday, and will be remit into custody until officials extradite him to Texas next month 
6ix9ine, whose real name is Daniel Hernandez, told the presiding judge, Justice Ann Scherzer that he's been on his best behavior amid his ongoing legal issues.
None
'I was not very responsible knowing it was that serious of a warrant for a misdemeanor.'
The judge said, 'Even though you think it’s just a misdemeanor, it’s a crime,' leaving him to remain in custody until authorities in the Lone Star State extradite him on July 20.
Legal problems: He was wanted for allegedly choking a 16-year-old teenager in the Galleria Mall back in January
Troubled past: Tekashi69 pleaded guilty to the use of a child in a sexual performance after allegedly cupping a 13-year-old girl's breast in a video in 2015. He was snapped in earlier this  month
6ix9ine's lawyer, Ian Niles, made his argument for bail in saying that the rapper would 'be in great danger because of his fame if he’s incarcerated.' 
In February, Tekashi69 - who admitted to groping a 13-year-old girl and allied to street gangs including the Bloods - was caught getting into a brawl outside LAX.
Tekashi69 past pleaded guilty to the use of a child in a sexual performance after allegedly cupping a 13-year-old girl's breast in a video in 2015. 

	    Share what you think
          
The comments below have been moderated in advance.

      The views expressed in the contents above are those of our users and do not necessarily reflect the views of MailOnline.
    
None
Do you want to automatically post your MailOnline comments to your Facebook Timeline?
Your comment will be posted to MailOnline as usual.
 
Do you want to automatically post your MailOnline comments to your Facebook Timeline?
Your comment will be posted to MailOnline as usual
  We will automatically post your comment and a link to the news story to your Facebook timeline at the same time it is posted on MailOnline. To do this we will link your MailOnline account with your Facebook account. We’ll ask you to confirm this for your first post to Facebook.
None
Published by Associated Newspapers Ltd
Part of the Daily Mail, The Mail on Sunday & Metro Media Group",//www.facebook.com/tr?id=1401367413466420&ev=NoScript,,
